MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,PLAYER_ID,PLAYER,PLAYER_NAME,IS_STARTER,MIN,MIN_SECS,PTS,FGM_2,FGA_2,FGM_3,FGA_3,FGM,FGA,FTM,FTA,ORB,DRB,TRB,AST,TOV,STL,BLK,BLKA,PF,PFD,PIR,PLUS_MINUS,TS%,eFG%,3PAr,FTr,PPS_2,PPS_3,FTA_PER_PFD,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,1968768,I. Subirats Teruel,I. Subirats Teruel,1,25.7,1542.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,5.0,0.0,1.0,1.0,2.0,6.0,-2.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,6.8,8.6,7.6,22.7,9.7,0.0,14.3,11.9
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,1959765,J. Rueda Choni,J. Rueda Choni,1,29.1,1746.0,8.0,3.0,7.0,0.0,5.0,3.0,12.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,4.0,4.0,6.0,-3.0,31.1,25.0,41.7,16.7,0.9,0.0,0.5,3.0,15.3,8.4,40.3,1.7,0.0,23.7,25.3
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,1958425,L. Roig I Salrach,L. Roig I Salrach,0,16.0,959.0,3.0,0.0,6.0,1.0,3.0,1.0,9.0,0.0,2.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,-7.0,-3.0,15.2,16.7,33.3,22.2,0.0,1.0,0.7,0.0,20.8,9.1,25.6,0.0,0.0,37.8,43.3
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,2042157,C. Ripoll Moya,C. Ripoll Moya,0,16.8,1008.0,6.0,0.0,0.0,2.0,7.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-4.0,42.9,42.9,100.0,0.0,0.0,0.9,0.0,5.2,0.0,2.9,0.0,3.0,0.0,0.0,18.2
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,2642945,B. Chasco Maso,B. Chasco Maso,0,12.2,731.0,3.0,1.0,4.0,0.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,21.8,16.7,33.3,33.3,0.5,0.0,0.7,7.1,9.1,8.0,17.9,0.0,0.0,12.7,28.2
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,2049841,E. Trawally Porta,E. Trawally Porta,1,32.1,1925.0,11.0,1.0,4.0,3.0,5.0,4.0,9.0,0.0,1.0,3.0,10.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,-7.0,58.3,61.1,55.6,11.1,0.5,1.8,1.0,8.1,34.6,19.8,0.0,1.6,3.5,9.6,14.2
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,2235190,E. Morales López,E. Morales López,1,24.6,1474.0,6.0,2.0,9.0,0.0,0.0,2.0,9.0,2.0,3.0,4.0,2.0,6.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,3.0,-10.0,29.1,22.2,0.0,33.3,0.4,0.0,1.5,14.1,9.0,11.9,8.9,0.0,0.0,16.2,21.8
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,1912814,N. Barrientos Pereira,N. Barrientos Pereira,0,23.8,1426.0,4.0,2.0,4.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,-2.0,40.0,40.0,20.0,0.0,1.0,0.0,0.0,3.7,14.0,8.2,26.8,0.0,0.0,0.0,9.2
2480105,1,981206,MCR LIMA-HORTA BARCELONA,HOME,1908281,M. Aguado Tortella,M. Aguado Tortella,1,19.8,1189.0,15.0,7.0,7.0,0.0,1.0,7.0,8.0,1.0,3.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,17.0,0.0,80.5,87.5,12.5,37.5,2.0,0.0,1.5,4.4,16.8,9.9,25.0,2.5,0.0,0.0,20.5
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,2432929,M. Davydova,M. Davydova,1,29.3,1759.0,10.0,4.0,8.0,0.0,0.0,4.0,8.0,2.0,2.0,3.0,9.0,12.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,21.0,20.0,56.3,50.0,0.0,25.0,1.0,0.0,0.5,11.4,26.7,20.0,7.4,1.8,5.9,25.3,18.5
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,1587316,C. Caceres Ayala,C. Caceres Ayala,0,15.8,950.0,3.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,-1.0,4.0,28.2,25.0,50.0,75.0,1.0,0.0,1.0,0.0,11.0,6.2,0.0,0.0,0.0,27.3,21.1
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,1713801,C. Torrubia Cano,C. Torrubia Cano,0,5.1,304.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-6.0,100.0,100.0,0.0,0.0,2.0,0.0,0.0,21.8,17.1,19.1,0.0,0.0,0.0,0.0,8.9
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,1454479,A. Senosiain Vergarachea,A. Senosiain Vergarachea,1,29.9,1796.0,12.0,2.0,4.0,2.0,5.0,4.0,9.0,2.0,2.0,0.0,7.0,7.0,5.0,7.0,3.0,1.0,0.0,3.0,2.0,15.0,7.0,60.7,55.6,55.6,22.2,1.0,1.2,1.0,0.0,20.4,11.4,37.0,5.2,2.9,41.5,25.7
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,2104399,C. Garcia Muñoz,C. Garcia Muñoz,0,10.5,628.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,-14.0,100.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,16.6,9.3,0.0,0.0,8.3,0.0,8.7
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,1715165,M. Torreblanca Ginel,M. Torreblanca Ginel,0,11.0,659.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-4.0,-4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,33.3,12.4
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,1829640,A. Sanchez Davila,A. Sanchez Davila,0,16.8,1006.0,8.0,1.0,3.0,2.0,8.0,3.0,11.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,-4.0,35.0,36.4,72.7,9.1,0.7,0.8,1.0,6.6,5.2,5.8,0.0,3.1,0.0,0.0,31.0
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,2648563,M. D´Urso Vallina,M. D´Urso Vallina,1,25.0,1500.0,5.0,1.0,4.0,1.0,6.0,2.0,10.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,-3.0,25.0,25.0,60.0,0.0,0.5,0.5,0.0,0.0,10.4,5.9,15.4,4.1,0.0,0.0,18.2
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,1756623,A. Hernangomez Geuer,A. Hernangomez Geuer,1,26.3,1577.0,4.0,2.0,3.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,6.0,8.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,40.0,40.0,40.0,0.0,1.3,0.0,0.0,8.4,19.8,14.8,19.4,0.0,0.0,44.4,15.6
2480105,1,979770,MELILLA CIUDAD DEL DEPORTE LA SALLE,AWAY,2814864,R. Monteiro Da Silva,R. Monteiro Da Silva,1,30.4,1821.0,14.0,6.0,9.0,0.0,3.0,6.0,12.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,15.0,23.0,52.6,50.0,25.0,25.0,1.3,0.0,1.0,3.7,2.9,3.2,21.4,0.0,5.7,13.1,22.9
2480106,1,981288,SERNOVA RENOVABLES REAL CANOE,HOME,1745108,M. Torres Municio,M. Torres Municio,0,21.5,1291.0,13.0,3.0,4.0,2.0,4.0,5.0,8.0,1.0,2.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,9.0,2.0,73.2,75.0,50.0,25.0,1.5,1.5,2.0,6.9,18.6,13.1,0.0,0.0,0.0,18.4,26.5
2480106,1,981288,SERNOVA RENOVABLES REAL CANOE,HOME,1787143,C. Mato De Prada,C. Mato De Prada,1,25.2,1512.0,6.0,1.0,1.0,0.0,2.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,11.0,-10.0,63.0,33.3,66.7,133.3,2.0,0.0,1.0,0.0,5.3,2.8,31.3,2.2,0.0,38.7,16.1
2480106,1,981288,SERNOVA RENOVABLES REAL CANOE,HOME,1927626,C. Flores Garcia,C. Flores Garcia,0,4.6,277.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-3.0,33.3,33.3,33.3,0.0,1.0,0.0,0.0,32.2,0.0,15.3,0.0,0.0,0.0,25.0,45.5
