MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,POSS,PACE,O_RTG,D_RTG,NET_RTG,TS%,eFG%,TOV%,ORB%,DRB%,TRB%,AST_TOV_RATIO,FTr,MIN,MIN_SECS,PTS,FGM_2,FGA_2,FGM_3,FGA_3,FGM,FGA,FTM,FTA,ORB,DRB,TRB,AST,TOV,STL,BLK,BLKA,PF,PFD,PIR,PLUS_MINUS
2479693,2,980023,GEIEG PACISA,AWAY,73.4,74.9,79.0,77.3,1.7,37.9,31.5,8.4,22.2,57.1,39.1,1.4,40.0,200,12000.0,58.0,19.0,55.0,1.0,10.0,20.0,65.0,17.0,26.0,10.0,24.0,34.0,10.0,7.0,8.0,2.0,0.0,21.0,23.0,53.0,-5.0
2479693,2,981167,SEGLE XXI,HOME,76.4,74.9,77.3,79.0,-1.7,38.1,34.8,18.0,42.9,77.8,60.9,0.6,27.5,200,12000.0,59.0,18.0,51.0,4.0,18.0,22.0,69.0,11.0,19.0,18.0,35.0,53.0,11.0,17.0,4.0,0.0,2.0,23.0,21.0,53.0,5.0
2479694,2,979775,BASKET ALMEDA,HOME,74.6,75.5,60.3,66.9,-6.6,31.9,28.1,20.3,30.4,77.4,49.4,0.3,23.4,200,12000.0,45.0,15.0,48.0,2.0,16.0,17.0,64.0,9.0,15.0,14.0,24.0,38.0,6.0,18.0,11.0,1.0,3.0,21.0,19.0,28.0,-30.0
2479694,2,981286,ESCO GRUPO FEMENINO ALCORCON,AWAY,76.2,75.5,66.9,60.3,6.6,38.5,33.3,20.4,22.6,69.6,50.6,0.6,36.8,200,12000.0,51.0,13.0,37.0,4.0,20.0,17.0,57.0,13.0,21.0,7.0,32.0,39.0,10.0,17.0,11.0,3.0,1.0,18.0,21.0,52.0,30.0
2479695,2,981335,CESUR DISTRITO OLIMPICO,AWAY,71.6,73.9,96.4,61.7,34.7,46.9,43.3,14.0,34.1,65.1,50.0,1.3,22.4,200,12000.0,69.0,20.0,46.0,6.0,21.0,26.0,67.0,11.0,15.0,14.0,28.0,42.0,16.0,12.0,14.0,2.0,0.0,23.0,15.0,78.0,110.0
2479695,2,981212,ELSAMEX CB ANDRATX,HOME,76.1,73.8,61.7,96.4,-34.7,33.5,26.7,23.0,34.9,65.9,50.0,0.3,38.3,200,12000.0,47.0,13.0,44.0,2.0,16.0,15.0,60.0,15.0,23.0,15.0,27.0,42.0,7.0,21.0,3.0,0.0,2.0,15.0,22.0,32.0,-110.0
2479696,2,981227,DPES CB CIUDAD DE MOSTOLES,AWAY,81.4,79.6,82.4,68.2,14.2,46.9,42.9,21.9,27.0,82.4,53.5,0.7,30.2,200,12000.0,67.0,18.0,37.0,6.0,26.0,24.0,63.0,13.0,19.0,10.0,28.0,38.0,14.0,20.0,9.0,2.0,0.0,24.0,21.0,62.0,70.0
2479696,2,981414,HIERROS DÍAZ EXTREMADURA MIRALVALLE,HOME,77.8,79.6,68.2,82.4,-14.2,40.9,31.7,22.7,17.6,73.0,46.5,0.5,55.8,200,12000.0,53.0,9.0,34.0,5.0,18.0,14.0,52.0,20.0,29.0,6.0,27.0,33.0,9.0,19.0,6.0,0.0,2.0,21.0,24.0,38.0,-70.0
2479697,3,979892,C. B. ISLA BONITA,HOME,63.4,64.6,91.5,94.2,-2.7,48.9,43.1,16.8,25.8,70.6,49.2,0.7,37.3,200,12000.0,58.0,10.0,34.0,8.0,17.0,18.0,51.0,14.0,19.0,8.0,24.0,32.0,8.0,12.0,9.0,0.0,0.0,18.0,16.0,55.0,-20.0
2479697,3,981227,DPES CB CIUDAD DE MOSTOLES,AWAY,65.8,64.5,94.2,91.5,2.7,49.4,47.2,17.2,29.4,74.2,50.8,0.8,37.0,200,12000.0,62.0,9.0,23.0,11.0,31.0,20.0,54.0,11.0,20.0,10.0,23.0,33.0,11.0,13.0,6.0,0.0,0.0,16.0,17.0,57.0,20.0
2479698,3,981335,CESUR DISTRITO OLIMPICO,HOME,76.0,74.1,90.7,66.5,24.2,46.6,43.3,17.8,40.0,81.1,61.1,1.3,23.9,200,12000.0,69.0,20.0,43.0,6.0,24.0,26.0,67.0,11.0,16.0,14.0,30.0,44.0,21.0,16.0,10.0,3.0,1.0,17.0,19.0,87.0,105.0
2479698,3,981414,HIERROS DÍAZ EXTREMADURA MIRALVALLE,AWAY,72.2,74.1,66.5,90.7,-24.2,36.8,31.4,17.7,18.9,60.0,38.9,1.0,23.7,200,12000.0,48.0,14.0,41.0,3.0,18.0,17.0,59.0,11.0,14.0,7.0,21.0,28.0,14.0,14.0,9.0,1.0,3.0,19.0,17.0,39.0,-105.0
2479699,3,981212,ELSAMEX CB ANDRATX,AWAY,81.3,80.6,97.1,112.6,-15.5,53.1,49.2,12.9,11.1,62.5,38.2,1.8,45.2,200,12000.0,79.0,17.0,37.0,9.0,25.0,26.0,62.0,18.0,28.0,4.0,25.0,29.0,20.0,11.0,8.0,1.0,1.0,23.0,24.0,81.0,-55.0
2479699,3,981286,ESCO GRUPO FEMENINO ALCORCON,HOME,80.0,80.7,112.6,97.1,15.5,54.2,52.2,12.6,37.5,88.9,61.8,1.9,50.0,200,12000.0,90.0,22.0,43.0,9.0,25.0,31.0,68.0,19.0,34.0,15.0,32.0,47.0,23.0,12.0,8.0,1.0,1.0,24.0,23.0,104.0,55.0
2479700,3,979775,BASKET ALMEDA,AWAY,74.2,74.5,55.3,96.4,-41.1,33.0,32.1,23.4,17.9,58.6,35.3,0.4,25.0,200,12000.0,41.0,12.0,34.0,4.0,22.0,16.0,56.0,5.0,14.0,7.0,17.0,24.0,8.0,19.0,13.0,0.0,0.0,24.0,18.0,12.0,-155.0
2479700,3,980023,GEIEG PACISA,HOME,74.7,74.4,96.4,55.3,41.1,54.0,50.9,23.1,41.4,82.1,64.7,0.6,38.6,200,12000.0,72.0,20.0,40.0,6.0,17.0,26.0,57.0,14.0,22.0,12.0,32.0,44.0,12.0,20.0,11.0,0.0,0.0,18.0,24.0,86.0,155.0
2479701,3,981209,CB CLARET BENIMACLET,HOME,90.0,80.1,85.6,79.9,5.7,44.3,38.8,12.1,19.6,55.2,39.4,1.1,32.9,225,13500.0,77.0,16.0,46.0,9.0,30.0,25.0,76.0,18.0,25.0,9.0,32.0,41.0,13.0,12.0,6.0,2.0,3.0,18.0,23.0,74.0,25.0
2479701,3,981167,SEGLE XXI,AWAY,90.2,80.0,79.9,85.6,-5.7,35.2,35.4,12.1,44.8,80.4,60.6,1.1,14.6,225,13500.0,72.0,25.0,74.0,6.0,22.0,31.0,96.0,4.0,14.0,26.0,37.0,63.0,16.0,14.0,8.0,3.0,2.0,23.0,18.0,68.0,-25.0
2479702,3,982048,EL PLANTEL GMASB,AWAY,71.4,71.7,85.4,111.2,-25.8,43.3,43.2,14.6,23.9,55.3,38.1,1.2,15.2,200,12000.0,61.0,9.0,28.0,13.0,38.0,22.0,66.0,4.0,10.0,11.0,21.0,32.0,15.0,12.0,7.0,0.0,0.0,20.0,14.0,47.0,-95.0
2479702,3,979778,MAGEC TÍAS LANZAROTE CONTRA LA VIOLENCIA DE GÉNERO,HOME,71.9,71.6,111.2,85.4,25.8,54.1,50.8,16.9,44.7,76.1,61.9,1.1,27.3,200,12000.0,80.0,23.0,46.0,7.0,20.0,30.0,66.0,13.0,18.0,17.0,35.0,52.0,17.0,15.0,8.0,0.0,0.0,14.0,20.0,107.0,95.0
2479703,3,981304,DISHELEC 65 VILADECANS,AWAY,79.9,81.0,82.6,75.5,7.1,42.9,38.4,19.0,34.1,68.3,50.6,0.8,26.1,200,12000.0,66.0,19.0,43.0,5.0,26.0,24.0,69.0,13.0,18.0,15.0,28.0,43.0,15.0,18.0,14.0,1.0,2.0,15.0,19.0,75.0,20.0
2479703,3,981229,SPAR GRAN CANARIA,HOME,82.1,81.0,75.5,82.6,-7.1,43.0,42.8,24.2,31.7,65.9,49.4,0.7,10.1,200,12000.0,62.0,19.0,40.0,7.0,29.0,26.0,69.0,3.0,7.0,13.0,29.0,42.0,15.0,23.0,13.0,2.0,1.0,19.0,15.0,60.0,-20.0
2479704,4,979892,C. B. ISLA BONITA,AWAY,77.2,75.5,62.1,82.5,-20.4,32.8,29.7,16.0,21.3,76.2,47.2,0.4,32.8,200,12000.0,48.0,16.0,33.0,2.0,31.0,18.0,64.0,10.0,21.0,10.0,32.0,42.0,5.0,14.0,7.0,2.0,0.0,19.0,20.0,34.0,-65.0
2479704,4,981304,DISHELEC 65 VILADECANS,HOME,73.9,75.6,82.5,62.1,20.4,41.8,36.9,13.1,23.8,78.7,52.8,1.0,27.7,200,12000.0,61.0,18.0,42.0,4.0,23.0,22.0,65.0,13.0,18.0,10.0,37.0,47.0,11.0,11.0,9.0,0.0,2.0,20.0,19.0,68.0,65.0
2479705,4,982048,EL PLANTEL GMASB,HOME,78.6,78.7,80.2,72.2,8.0,40.1,33.1,12.3,26.2,81.1,51.9,0.5,35.3,200,12000.0,63.0,15.0,37.0,5.0,31.0,20.0,68.0,18.0,24.0,11.0,30.0,41.0,6.0,11.0,9.0,0.0,1.0,12.0,21.0,63.0,30.0
2479705,4,981229,SPAR GRAN CANARIA,AWAY,78.9,78.7,72.2,80.2,-8.0,40.8,38.7,18.6,18.9,73.8,48.1,0.9,29.0,200,12000.0,57.0,15.0,40.0,6.0,22.0,21.0,62.0,9.0,18.0,7.0,31.0,38.0,14.0,16.0,4.0,1.0,0.0,21.0,12.0,39.0,-30.0
2479706,4,979778,MAGEC TÍAS LANZAROTE CONTRA LA VIOLENCIA DE GÉNERO,AWAY,81.8,85.4,51.3,85.4,-34.1,32.4,25.9,25.3,12.8,45.0,29.1,0.4,35.7,200,12000.0,42.0,10.0,41.0,3.0,15.0,13.0,56.0,13.0,20.0,5.0,18.0,23.0,9.0,22.0,14.0,1.0,0.0,13.0,25.0,29.0,-170.0
2479706,4,981167,SEGLE XXI,HOME,89.0,85.5,85.4,51.3,34.1,45.3,44.4,24.3,55.0,87.2,70.9,0.7,11.2,200,12000.0,76.0,25.0,47.0,7.0,33.0,32.0,80.0,5.0,9.0,22.0,34.0,56.0,19.0,27.0,14.0,0.0,1.0,25.0,13.0,74.0,170.0
2479707,4,979775,BASKET ALMEDA,HOME,73.0,74.4,102.7,115.0,-12.3,49.3,47.1,11.6,33.3,71.4,51.4,0.8,23.2,200,12000.0,75.0,16.0,43.0,11.0,26.0,27.0,69.0,10.0,16.0,13.0,25.0,38.0,8.0,10.0,2.0,0.0,0.0,23.0,19.0,61.0,-60.0
2479707,4,981209,CB CLARET BENIMACLET,AWAY,75.7,74.3,115.0,102.7,12.3,56.0,52.2,9.3,28.6,66.7,48.6,1.9,32.4,200,12000.0,87.0,25.0,42.0,7.0,26.0,32.0,68.0,16.0,22.0,10.0,26.0,36.0,15.0,8.0,6.0,0.0,0.0,19.0,23.0,98.0,60.0
2479708,4,981212,ELSAMEX CB ANDRATX,HOME,85.8,85.2,68.8,84.0,-15.2,45.5,42.0,27.8,13.3,65.8,42.6,0.4,35.7,200,12000.0,59.0,16.0,38.0,5.0,18.0,21.0,56.0,12.0,20.0,4.0,25.0,29.0,10.0,25.0,6.0,1.0,0.0,22.0,23.0,38.0,-60.0
2479708,4,980023,GEIEG PACISA,AWAY,84.6,85.2,84.0,68.8,15.2,47.0,43.1,22.6,34.2,86.7,57.4,0.7,36.9,200,12000.0,71.0,22.0,47.0,4.0,18.0,26.0,65.0,15.0,24.0,13.0,26.0,39.0,16.0,22.0,14.0,0.0,1.0,23.0,22.0,69.0,60.0
2479709,4,981286,ESCO GRUPO FEMENINO ALCORCON,AWAY,77.7,80.2,87.5,58.1,29.4,52.5,50.8,27.1,36.7,83.0,64.9,0.5,22.0,200,12000.0,68.0,24.0,43.0,4.0,16.0,28.0,59.0,8.0,13.0,11.0,39.0,50.0,13.0,24.0,9.0,4.0,0.0,19.0,16.0,81.0,100.0
