PLAYER_ID,PLAYER_NAME,TEAM,POSITION,ROLE_NAME,MIN,PTS,eFG%,TS%,TOV%,FTr,3PAr,ORB%,USG%
2639399,S. Okafor Ofoegbu,SEGLE XXI,,Scorer,25.9,13.9,43.9,48.7,9.7,29.9,40.9,0.0,0.0
2244483,S. Nde Akawung,SEGLE XXI,,Scorer,26.3,10.5,43.6,46.7,11.5,20.3,30.4,0.0,0.0
2196865,M. Carbó Medina,SEGLE XXI,,Scorer,19.6,8.2,42.7,43.3,17.4,21.5,50.8,0.0,0.0
2461439,A. Smykovskaia,SEGLE XXI,,Scorer,17.6,7.8,46.5,47.5,14.9,45.5,0.7,0.0,0.0
2153172,M. Cintas Diaz,SEGLE XXI,,Scorer,26.2,6.8,33.7,36.0,17.3,18.3,28.8,0.0,0.0
2289362,D. Garcia Dominguez,SEGLE XXI,,Scorer,20.7,6.6,32.0,35.2,19.3,19.2,39.9,0.0,0.0
2454402,S. Fernandez De Cuevas Martinez,SEGLE XXI,,Scorer,21.7,6.6,37.9,40.0,14.6,12.8,47.7,0.0,0.0
2528757,I. Garcia Fernandez,SEGLE XXI,,Scorer,18.5,6.3,45.2,44.5,18.7,38.6,13.8,0.0,0.0
2357204,B. Ajisebutu Casas,SEGLE XXI,,Scorer,14.8,5.0,30.0,37.0,22.8,80.0,20.0,0.0,0.0
2229661,B. Asensio Senosiáin,SEGLE XXI,,Scorer,14.9,4.5,52.7,53.1,20.8,23.7,38.7,0.0,0.0
2357207,Z. Ajisebutu Casas,SEGLE XXI,,Scorer,12.8,3.0,40.4,41.9,32.8,23.1,46.2,0.0,0.0
2320695,A. Plans Bellavista,SEGLE XXI,,Scorer,16.0,2.6,23.0,26.4,14.1,10.5,55.3,0.0,0.0
2528756,M. Zarzuelo Oroz,SEGLE XXI,,Scorer,5.1,0.7,33.3,33.3,21.7,0.0,22.2,0.0,0.0
2448425,N. Cordón Elizarán,SEGLE XXI,,Scorer,4.5,0.6,57.1,59.5,28.4,100.0,0.0,0.0,0.0
2235818,L. Niño San Miguel,SEGLE XXI,,Scorer,3.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2647608,M. Doumbia,SPAR GRAN CANARIA,,Scorer,36.8,20.8,43.0,46.4,14.6,41.2,17.5,0.0,0.0
2643570,L. Toure,SPAR GRAN CANARIA,,Scorer,31.9,16.9,46.7,48.2,9.6,38.7,0.4,0.0,0.0
2494285,A. Mbengue Sánchez,SPAR GRAN CANARIA,,Scorer,31.1,13.7,60.0,61.5,17.5,20.5,1.3,0.0,0.0
2203305,L. Perez Castro,SPAR GRAN CANARIA,,Scorer,34.8,10.8,43.8,44.9,14.6,10.2,48.0,0.0,0.0
2352279,T. Ezeanatogu Ezeonu,SPAR GRAN CANARIA,,Scorer,31.6,10.4,41.3,42.4,24.5,49.4,1.7,0.0,0.0
2383238,E. Ezeanatogu Ezeonu,SPAR GRAN CANARIA,,Scorer,20.0,10.0,83.3,83.3,14.3,0.0,0.0,0.0,0.0
1879260,C. Ojeda Bernal,SPAR GRAN CANARIA,,Scorer,30.0,9.0,50.0,58.0,20.5,66.7,0.0,0.0,0.0
2251955,M. Ocurto Mendes,SPAR GRAN CANARIA,,Scorer,29.1,8.5,36.8,39.7,18.2,18.9,58.3,0.0,0.0
2288451,A. Hernandez Martinez,SPAR GRAN CANARIA,,Scorer,17.9,5.0,37.7,39.2,22.6,8.2,75.4,0.0,0.0
2621781,F. Thiao,SPAR GRAN CANARIA,,Scorer,9.9,3.2,43.5,47.4,22.6,43.5,0.0,0.0,0.0
2292843,M. Rodríguez Sánchez,SPAR GRAN CANARIA,,Scorer,16.2,3.1,42.2,42.1,23.5,13.3,49.4,0.0,0.0
2233043,A. Deniz Agullo,SPAR GRAN CANARIA,,Scorer,9.1,1.7,40.0,40.0,37.5,0.0,6.7,0.0,0.0
2230179,A. Garcia San Blas,SPAR GRAN CANARIA,,Scorer,8.0,1.6,27.8,28.5,23.0,5.6,86.1,0.0,0.0
2340752,N. Prado Plumed,SPAR GRAN CANARIA,,Scorer,7.9,1.4,26.9,26.9,7.1,0.0,76.9,0.0,0.0
1597595,M. Mbulito Upolo,SPAR GRAN CANARIA,,Scorer,1.6,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0
2234762,V. Hernandez Spaccesi,SPAR GRAN CANARIA,,Scorer,4.3,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0
2340892,M. Redondo De Santa Ana,SPAR GRAN CANARIA,,Scorer,6.4,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2340893,S. Redondo De Santa Ana,SPAR GRAN CANARIA,,Scorer,4.2,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
2343754,O. Boniface Peters,SPAR GRAN CANARIA,,Scorer,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
