MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,PLAYER_ID,PLAYER,PLAYER_NAME,IS_STARTER,MIN,MIN_SECS,PTS,FGM_2,FGA_2,FGM_3,FGA_3,FGM,FGA,FTM,FTA,ORB,DRB,TRB,AST,TOV,STL,BLK,BLKA,PF,PFD,PIR,PLUS_MINUS,TS%,eFG%,3PAr,FTr,PPS_2,PPS_3,FTA_PER_PFD,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,DORSAL
2512646,Cuartos de Final,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,2100039,,C. Contell Sanchis,1,31.9,1917.0,23.0,6.0,12.0,2.0,4.0,8.0,16.0,5.0,5.0,0.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,5.0,22.0,-7.0,63.2,56.2,25.0,31.2,1.0,1.5,1.0,0.0,14.8,7.5,8.3,3.4,0.0,18.0,35.4,
2512646,Cuartos de Final,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,2824675,,L. Dongue,1,36.9,2211.0,18.0,9.0,10.0,0.0,1.0,9.0,11.0,0.0,0.0,3.0,7.0,10.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,22.0,-10.0,81.8,81.8,9.1,0.0,1.8,0.0,0.0,9.9,22.3,16.2,0.0,2.9,0.0,15.4,17.9,
2512646,Cuartos de Final,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,2446557,,C. Muhate Peña,1,22.1,1327.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,-11.0,25.8,0.0,33.3,66.7,0.0,0.0,2.0,0.0,21.3,10.8,6.7,0.0,0.0,0.0,8.9,
2512646,Cuartos de Final,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,1641657,,N. Masia Llanes,0,7.6,455.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,15.9,46.4,31.4,0.0,0.0,0.0,0.0,13.4,
2512646,Cuartos de Final,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,1593358,,M. Ortega Campos,0,29.1,1745.0,2.0,1.0,1.0,0.0,6.0,1.0,7.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,-1.0,-20.0,14.3,14.3,85.7,0.0,2.0,0.0,0.0,12.5,4.0,8.2,12.1,0.0,0.0,12.5,14.0,
2512646,Cuartos de Final,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,2030234,,M. Gretter,1,40.0,2400.0,14.0,3.0,10.0,2.0,5.0,5.0,15.0,2.0,2.0,0.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,4.0,12.0,-16.0,44.1,40.0,33.3,13.3,0.6,1.2,0.5,0.0,8.8,4.5,25.0,1.3,0.0,15.9,24.0,
2512646,Cuartos de Final,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,1869976,,L. Rodriguez Arribas,1,32.4,1945.0,9.0,0.0,2.0,2.0,7.0,2.0,9.0,3.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,8.0,-14.0,41.8,33.3,77.8,44.4,0.0,0.9,1.3,0.0,10.9,5.5,0.0,3.3,0.0,0.0,16.9,
2512646,Cuartos de Final,979954,CASADEMONT ZARAGOZA,AWAY,2622325,,O. Bankole,0,27.5,1652.0,21.0,5.0,7.0,2.0,5.0,7.0,12.0,5.0,7.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,4.0,5.0,19.0,25.0,69.6,66.7,41.7,58.3,1.4,1.2,1.4,0.0,13.2,6.5,19.5,2.0,0.0,16.6,31.4,
2512646,Cuartos de Final,979954,CASADEMONT ZARAGOZA,AWAY,703084,,M. Ortiz Vives,0,21.0,1262.0,3.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,17.0,37.5,37.5,50.0,0.0,0.0,1.5,0.0,0.0,23.1,11.4,20.0,2.7,5.0,33.3,13.6,
2512646,Cuartos de Final,979954,CASADEMONT ZARAGOZA,AWAY,2631378,,M. Hempe,0,17.7,1060.0,7.0,2.0,3.0,1.0,5.0,3.0,8.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,43.8,43.8,62.5,0.0,1.3,0.6,0.0,13.3,13.7,13.5,0.0,0.0,0.0,11.1,24.3,
