MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,P1_ID,P1_NAME,P1_POS,P2_ID,P2_NAME,P2_POS,P3_ID,P3_NAME,P3_POS,P4_ID,P4_NAME,P4_POS,P5_ID,P5_NAME,P5_POS,MINUTES,SECONDS,PTS_FOR,PTS_AGAINST,PLUS_MINUS,PTS_FOR_PER40,PTS_AGT_PER40,NET_PER40
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,1627889,A. Tamayo Lesmes,SF,1535344,I. Rosa Pompido,PF,2816661,M. Mukendi Mukendi,C,2325314,F. Stutz,C,0.8999999999999999,49.0,0.0,2.0,-2.0,0.0,98.0,-98.0
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,1627889,A. Tamayo Lesmes,SF,1817496,P. Garcia Carrero,SF,1535344,I. Rosa Pompido,PF,2325314,F. Stutz,C,0.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,1627889,A. Tamayo Lesmes,SF,1817496,P. Garcia Carrero,SF,1535344,I. Rosa Pompido,PF,2641325,M. Andreatta,C,1.6,98.0,4.0,6.0,-2.0,98.0,146.9,-49.0
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,1627889,A. Tamayo Lesmes,SF,1817496,P. Garcia Carrero,SF,2816661,M. Mukendi Mukendi,C,2325314,F. Stutz,C,1.6,99.0,4.0,7.0,-3.0,97.0,169.7,-72.7
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,1627889,A. Tamayo Lesmes,SF,1817496,P. Garcia Carrero,SF,2816661,M. Mukendi Mukendi,C,2641325,M. Andreatta,C,1.4,87.0,3.0,5.0,-2.0,82.8,137.9,-55.2
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,273780,J. Faner Catala,PG,1535344,I. Rosa Pompido,PF,2325314,F. Stutz,C,2641325,M. Andreatta,C,1.3,76.0,4.0,2.0,2.0,126.3,63.2,63.2
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,273780,J. Faner Catala,PG,1627889,A. Tamayo Lesmes,SF,1817496,P. Garcia Carrero,SF,1535344,I. Rosa Pompido,PF,3.8000000000000003,227.0,8.0,11.0,-3.0,84.6,116.3,-31.7
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,273780,J. Faner Catala,PG,1627889,A. Tamayo Lesmes,SF,1817496,P. Garcia Carrero,SF,2816661,M. Mukendi Mukendi,C,0.6,37.0,0.0,2.0,-2.0,0.0,129.7,-129.7
2512400,Final,979996,AMICS CASTELLÓ,AWAY,2149001,R. Fabrega Urpina,PG,273780,J. Faner Catala,PG,1817496,P. Garcia Carrero,SF,1535344,I. Rosa Pompido,PF,2325314,F. Stutz,C,0.3,18.0,1.0,0.0,1.0,133.3,0.0,133.3
2512400,Final,979996,AMICS CASTELLÓ,AWAY,273780,J. Faner Catala,PG,1627889,A. Tamayo Lesmes,SF,1817496,P. Garcia Carrero,SF,1535344,I. Rosa Pompido,PF,2325314,F. Stutz,C,0.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0
