MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,P1_ID,P1_NAME,P1_POS,P2_ID,P2_NAME,P2_POS,P3_ID,P3_NAME,P3_POS,P4_ID,P4_NAME,P4_POS,P5_ID,P5_NAME,P5_POS,MINUTES,SECONDS,PTS_FOR,PTS_AGAINST,PLUS_MINUS,PTS_FOR_PER40,PTS_AGT_PER40,NET_PER40
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2137337,A. Perez Lopez,PG,2181003,R. Rodriguez Galvan,PG,2007163,D. Fernandez Trujillo,SG,2044955,X. Lopez Rodriguez,SF,2362551,E. Lima Teixeira,C,0.8,47.0,0.0,3.0,-3.0,0.0,153.2,-153.2
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2137337,A. Perez Lopez,PG,2181003,R. Rodriguez Galvan,PG,2734732,E. Prekevicius,SG,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,0.9,57.0,0.0,3.0,-3.0,0.0,126.3,-126.3
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2137337,A. Perez Lopez,PG,2734732,E. Prekevicius,SG,2007163,D. Fernandez Trujillo,SG,2362551,E. Lima Teixeira,C,1856308,D. Acosta Moliné,C,0.5,28.0,1.0,2.0,-1.0,85.7,171.4,-85.7
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2137337,A. Perez Lopez,PG,2734732,E. Prekevicius,SG,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,2129281,G. Hernández Expósito,C,0.7999999999999999,49.0,4.0,2.0,2.0,195.9,98.0,98.0
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2137337,A. Perez Lopez,PG,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,0.9,54.0,0.0,2.0,-2.0,0.0,88.9,-88.9
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2181003,R. Rodriguez Galvan,PG,2007163,D. Fernandez Trujillo,SG,2044955,X. Lopez Rodriguez,SF,1856308,D. Acosta Moliné,C,2129281,G. Hernández Expósito,C,0.7,44.0,0.0,3.0,-3.0,0.0,163.6,-163.6
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2181003,R. Rodriguez Galvan,PG,2007163,D. Fernandez Trujillo,SG,2734732,E. Prekevicius,SG,2044955,X. Lopez Rodriguez,SF,1856308,D. Acosta Moliné,C,2.4000000000000004,145.0,3.0,2.0,1.0,49.7,33.1,16.6
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2181003,R. Rodriguez Galvan,PG,2734732,E. Prekevicius,SG,2007163,D. Fernandez Trujillo,SG,2044955,X. Lopez Rodriguez,SF,1856308,D. Acosta Moliné,C,2.2,130.0,9.0,3.0,6.0,166.2,55.4,110.8
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2181003,R. Rodriguez Galvan,PG,2734732,E. Prekevicius,SG,2007163,D. Fernandez Trujillo,SG,2444602,L. Riga,SF,2362551,E. Lima Teixeira,C,2.0,124.0,3.0,0.0,3.0,58.1,0.0,58.1
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2829962,D. Bordón Dri,PG,2007163,D. Fernandez Trujillo,SG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,2476064,B. Lipasi Yitu,PF,3.2,192.0,2.0,4.0,-2.0,25.0,50.0,-25.0
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2829962,D. Bordón Dri,PG,2007163,D. Fernandez Trujillo,SG,2734732,E. Prekevicius,SG,2044955,X. Lopez Rodriguez,SF,1856308,D. Acosta Moliné,C,1.4000000000000001,86.0,6.0,0.0,6.0,167.4,0.0,167.4
2512748,Final,984926,FUNDACIÓN CB CANARIAS,HOME,2829962,D. Bordón Dri,PG,2007163,D. Fernandez Trujillo,SG,2734732,E. Prekevicius,SG,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,0.6,38.0,5.0,0.0,5.0,315.8,0.0,315.8
