MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,POSS,PACE,O_RTG,D_RTG,NET_RTG,TS%,eFG%,TOV%,ORB%,DRB%,TRB%,AST_TOV_RATIO,FTr,MIN,MIN_SECS,PTS,FGM_2,FGA_2,FGM_3,FGA_3,FGM,FGA,FTM,FTA,ORB,DRB,TRB,AST,TOV,STL,BLK,BLKA,PF,PFD,PIR,PLUS_MINUS
2479443,1,981129,KUTXABANK ARASKI,HOME,70.9,71.9,80.4,76.8,3.6,43.2,41.4,19.5,36.7,73.3,55.0,0.9,31.0,200,12000.0,57.0,18.0,39.0,4.0,19.0,22.0,58.0,9.0,18.0,11.0,22.0,33.0,14.0,16.0,9.0,0.0,0.0,18.0,19.0,53.0,5.0
2479443,1,979875,PERFUMERIAS AVENIDA,AWAY,72.9,71.9,76.8,80.4,-3.6,46.0,41.5,24.7,26.7,63.3,45.0,0.8,34.0,200,12000.0,56.0,19.0,34.0,2.0,19.0,21.0,53.0,12.0,18.0,8.0,19.0,27.0,17.0,20.0,10.0,0.0,0.0,19.0,18.0,51.0,-5.0
2479444,1,979930,LOINTEK GERNIKA BIZKAIA,HOME,90.6,79.7,98.3,99.2,-0.9,48.6,46.9,13.3,31.9,73.7,50.6,1.4,29.6,225,13500.0,89.0,26.0,52.0,8.0,29.0,34.0,81.0,13.0,24.0,15.0,28.0,43.0,19.0,14.0,7.0,3.0,7.0,18.0,20.0,91.0,5.0
2479444,1,981426,MOVISTAR ESTUDIANTES,AWAY,88.7,79.7,99.2,98.3,0.9,53.9,52.1,17.2,26.3,68.1,49.4,1.2,30.6,225,13500.0,88.0,27.0,50.0,7.0,22.0,34.0,72.0,13.0,22.0,10.0,32.0,42.0,20.0,17.0,9.0,7.0,3.0,20.0,18.0,100.0,-5.0
2479445,1,979954,CASADEMONT ZARAGOZA,HOME,78.2,79.3,106.1,85.8,20.3,59.9,56.7,24.9,43.8,68.2,57.9,0.8,35.0,200,12000.0,83.0,19.0,37.0,10.0,23.0,29.0,60.0,15.0,21.0,14.0,30.0,44.0,18.0,23.0,10.0,1.0,1.0,19.0,19.0,96.0,70.0
2479445,1,981243,DURÁN MAQUINARIA ENSINO,AWAY,80.4,79.4,85.8,106.1,-20.3,45.2,41.7,19.1,31.8,56.2,42.1,0.8,13.9,200,12000.0,69.0,21.0,48.0,6.0,24.0,27.0,72.0,9.0,10.0,14.0,18.0,32.0,15.0,18.0,12.0,1.0,1.0,19.0,18.0,64.0,-70.0
2479446,1,981322,INGENIERÍA AMBIENTAL CAB ESTEPONA,HOME,71.5,69.5,81.1,118.6,-37.5,42.3,38.5,17.0,31.4,57.1,44.3,1.4,12.3,200,12000.0,58.0,13.0,39.0,8.0,26.0,21.0,65.0,8.0,8.0,11.0,20.0,31.0,20.0,14.0,5.0,0.0,3.0,19.0,17.0,54.0,-110.0
2479446,1,981359,SPAR GIRONA,AWAY,67.5,69.5,118.6,81.1,37.5,57.6,54.0,15.8,42.9,68.6,55.7,1.5,27.4,200,12000.0,80.0,17.0,31.0,11.0,31.0,28.0,62.0,13.0,17.0,15.0,24.0,39.0,19.0,13.0,9.0,3.0,0.0,17.0,19.0,101.0,110.0
2479447,1,979874,IDK EUSKOTREN,HOME,67.5,69.6,88.9,78.1,10.8,46.5,44.7,15.7,26.5,73.3,48.4,1.4,29.8,200,12000.0,60.0,18.0,40.0,5.0,17.0,23.0,57.0,9.0,17.0,9.0,22.0,31.0,17.0,12.0,8.0,0.0,0.0,17.0,20.0,65.0,20.0
2479447,1,979923,SPAR GRAN CANARIA,AWAY,71.7,69.6,78.1,88.9,-10.8,44.6,37.7,21.3,26.7,73.5,51.6,0.6,22.8,200,12000.0,56.0,17.0,40.0,3.0,17.0,20.0,57.0,13.0,13.0,8.0,25.0,33.0,11.0,17.0,8.0,0.0,0.0,20.0,17.0,51.0,-20.0
