MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,PLAYER_ID,PLAYER,PLAYER_NAME,IS_STARTER,MIN,MIN_SECS,PTS,FGM_2,FGA_2,FGM_3,FGA_3,FGM,FGA,FTM,FTA,ORB,DRB,TRB,AST,TOV,STL,BLK,BLKA,PF,PFD,PIR,PLUS_MINUS,TS%,eFG%,3PAr,FTr,PPS_2,PPS_3,FTA_PER_PFD,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
2509188,1,984928,BARÇA ATLÈTIC,HOME,2642482,A. Kone,A. Kone,0,17.7,1063.0,16.0,5.0,7.0,0.0,0.0,5.0,7.0,6.0,7.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,22.0,37.0,79.4,71.4,0.0,100.0,1.4,0.0,1.8,0.0,12.9,7.2,10.6,5.5,26.1,16.6,28.9
2509188,1,984928,BARÇA ATLÈTIC,HOME,2642172,J. Siftar,J. Siftar,1,20.1,1204.0,3.0,0.0,1.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,9.0,27.0,30.0,30.0,80.0,0.0,0.0,0.8,0.0,0.0,28.4,15.8,17.6,2.4,0.0,0.0,10.5
2509188,1,984928,BARÇA ATLÈTIC,HOME,2647995,M. Keita,M. Keita,0,24.1,1448.0,13.0,5.0,8.0,1.0,2.0,6.0,10.0,0.0,1.0,5.0,6.0,11.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,14.0,45.0,62.3,65.0,20.0,10.0,1.2,1.5,1.0,29.6,28.5,29.0,0.0,0.0,0.0,32.4,27.1
2509188,1,984928,BARÇA ATLÈTIC,HOME,2082056,N. Poza Cervantes,N. Poza Cervantes,1,22.0,1318.0,9.0,3.0,3.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,10.0,29.0,90.0,90.0,40.0,0.0,2.0,1.5,0.0,0.0,10.4,5.8,34.1,0.0,0.0,44.4,17.3
2509188,1,984928,BARÇA ATLÈTIC,HOME,2256034,J. Cerdan Palacios,J. Cerdan Palacios,0,21.5,1292.0,9.0,2.0,3.0,1.0,5.0,3.0,8.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,14.0,50.7,43.8,62.5,25.0,1.3,0.6,2.0,13.3,10.6,11.8,6.7,2.3,0.0,18.4,21.4
2509188,1,984928,BARÇA ATLÈTIC,HOME,2561463,D. Ferreras Camarero,D. Ferreras Camarero,1,17.5,1049.0,7.0,2.0,4.0,1.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,3.0,0.0,6.0,28.0,58.3,58.3,33.3,0.0,1.0,1.5,0.0,8.2,0.0,3.6,26.3,8.4,0.0,25.0,19.4
2509188,1,984928,BARÇA ATLÈTIC,HOME,2166517,D. Gonzalez Castro,D. Gonzalez Castro,0,19.9,1196.0,8.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,16.0,22.0,103.1,100.0,0.0,66.7,2.0,0.0,1.0,7.2,11.5,9.6,6.7,9.9,0.0,34.0,12.5
2509188,1,984928,BARÇA ATLÈTIC,HOME,2218824,O. Filba Gonzalez,O. Filba Gonzalez,0,18.0,1082.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,20.0,37.5,37.5,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.5,2.7,0.0,0.0,9.4
2509188,1,984928,BARÇA ATLÈTIC,HOME,2641337,J. Boumtje Boumtje,J. Boumtje Boumtje,1,16.9,1011.0,9.0,3.0,4.0,1.0,3.0,4.0,7.0,0.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,2.0,6.0,11.0,57.1,64.3,42.9,28.6,1.5,1.0,1.0,0.0,20.3,11.3,28.8,2.9,0.0,20.2,24.8
2509188,1,984928,BARÇA ATLÈTIC,HOME,2642481,M. Dabone,M. Dabone,1,22.3,1337.0,15.0,6.0,12.0,0.0,1.0,6.0,13.0,3.0,3.0,2.0,6.0,8.0,1.0,0.0,3.0,0.0,0.0,4.0,7.0,23.0,12.0,52.4,46.2,7.7,23.1,1.0,0.0,0.4,12.8,30.7,22.8,6.4,6.6,0.0,0.0,27.2
2509188,1,984929,JOVENTUT BADALONA,AWAY,2081709,E. Del Castillo Lindo,E. Del Castillo Lindo,1,18.3,1098.0,4.0,2.0,5.0,0.0,3.0,2.0,8.0,0.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,-23.0,22.5,25.0,37.5,25.0,0.8,0.0,1.0,18.7,15.6,17.3,16.7,7.9,0.0,25.3,29.3
2509188,1,984929,JOVENTUT BADALONA,AWAY,2081017,M. Julia Del Pozo,M. Julia Del Pozo,0,9.8,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,-3.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,31.2,0.0,0.0,77.3,17.9
2509188,1,984929,JOVENTUT BADALONA,AWAY,2641899,G. Graae Barbosa,G. Graae Barbosa,1,20.2,1212.0,4.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,-14.0,66.7,66.7,0.0,0.0,1.3,0.0,0.0,0.0,7.1,3.1,16.7,2.4,0.0,40.0,11.2
2509188,1,984929,JOVENTUT BADALONA,AWAY,2453512,P. Batlle Sole,P. Batlle Sole,0,5.9,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0
2509188,1,984929,JOVENTUT BADALONA,AWAY,2845979,M. Buben,M. Buben,0,17.0,1022.0,7.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,4.0,4.0,0.0,5.0,1.0,2.0,0.0,3.0,3.0,6.0,-21.0,81.0,100.0,100.0,100.0,0.0,2.0,1.0,0.0,33.6,14.9,0.0,2.8,10.2,53.6,24.8
2509188,1,984929,JOVENTUT BADALONA,AWAY,2241509,H. Ruiz Zamorano,H. Ruiz Zamorano,0,18.9,1132.0,8.0,2.0,2.0,1.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,-26.0,62.1,58.3,66.7,16.7,2.0,0.8,1.0,0.0,0.0,0.0,0.0,2.5,0.0,13.4,17.8
2509188,1,984929,JOVENTUT BADALONA,AWAY,2023675,A. Torres De La Torre,A. Torres De La Torre,1,23.6,1415.0,1.0,0.0,1.0,0.0,4.0,0.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,-1.0,-25.0,8.5,0.0,80.0,40.0,0.0,0.0,0.7,4.8,12.1,8.1,0.0,0.0,0.0,14.5,13.2
2509188,1,984929,JOVENTUT BADALONA,AWAY,2452873,M. Gil Llimona,M. Gil Llimona,0,19.1,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,7.5,6.6,25.0,0.0,0.0,85.0,13.9
2509188,1,984929,JOVENTUT BADALONA,AWAY,1943849,F. Mauri Guillen,F. Mauri Guillen,1,17.9,1074.0,8.0,1.0,3.0,2.0,8.0,3.0,11.0,0.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,-13.0,35.0,36.4,72.7,9.1,0.7,0.8,1.0,6.4,23.9,14.2,29.4,2.7,0.0,20.8,36.5
2509188,1,984929,JOVENTUT BADALONA,AWAY,2535717,K. Macías Book,K. Macías Book,0,17.4,1044.0,6.0,3.0,6.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,-1.0,-29.0,37.5,37.5,25.0,0.0,1.0,0.0,0.0,6.6,16.4,10.9,0.0,0.0,0.0,11.1,23.4
2509188,1,984929,JOVENTUT BADALONA,AWAY,2528952,D. Niebla Santos,D. Niebla Santos,0,9.0,538.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,-4.0,66.5,50.0,0.0,200.0,1.0,0.0,1.3,0.0,15.9,7.1,0.0,0.0,0.0,34.7,28.9
2509188,1,984929,JOVENTUT BADALONA,AWAY,2243143,T. Thomas I García,T. Thomas I García,1,23.0,1378.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,-9.0,-28.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.2,2.8,0.0,2.1,0.0,44.4,17.7
2509189,1,984923,GRAN CANARIA,HOME,2441048,E. Heinonen,E. Heinonen,1,28.8,1728.0,8.0,2.0,6.0,0.0,8.0,2.0,14.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,-3.0,-15.0,25.4,14.3,57.1,28.6,0.7,0.0,1.3,0.0,0.0,0.0,13.5,0.0,0.0,6.0,24.6
2509189,1,984923,GRAN CANARIA,HOME,2044256,J. Arteaga Giner,J. Arteaga Giner,0,7.1,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2509189,1,984923,GRAN CANARIA,HOME,1885980,F. Díaz Herrera,F. Díaz Herrera,1,22.3,1340.0,10.0,2.0,6.0,1.0,2.0,3.0,8.0,3.0,8.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,5.0,4.0,-5.0,43.4,43.8,25.0,100.0,0.7,1.5,1.6,8.7,5.3,7.2,8.8,2.4,0.0,14.8,25.6
2509189,1,984923,GRAN CANARIA,HOME,2279529,H. Díaz Guillén,H. Díaz Guillén,0,0.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2509189,1,984923,GRAN CANARIA,HOME,2834161,W. Tsafack,W. Tsafack,1,34.5,2068.0,13.0,5.0,10.0,0.0,4.0,5.0,14.0,3.0,8.0,2.0,5.0,7.0,2.0,1.0,1.0,2.0,0.0,2.0,6.0,14.0,-11.0,37.1,35.7,28.6,57.1,1.0,0.0,1.3,5.7,17.1,10.8,12.0,1.6,5.5,5.4,22.7
2509189,1,984923,GRAN CANARIA,HOME,2760153,C. Mbengue,C. Mbengue,0,17.8,1068.0,4.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,-17.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,16.4,6.6,12.0,13.2,3.0,0.0,20.0,11.9
2509189,1,984923,GRAN CANARIA,HOME,2177916,P. Pasqua Amat,P. Pasqua Amat,0,14.5,869.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-14.0,25.8,33.3,66.7,66.7,2.0,0.0,2.0,0.0,8.1,3.7,11.6,3.7,0.0,0.0,11.3
2509189,1,984923,GRAN CANARIA,HOME,2563387,M. Coulibaly,M. Coulibaly,0,13.8,826.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,-2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,7.7,0.0,0.0,6.9,0.0,9.2
