MATCHID,ROUND,PERIOD,TIME,SECONDS_REMAINING,TEAM_ID,ACTION_TEAM,ACTION_TEAM_LOC,PLAYER_ID,PLAYER,PLAYER_NAME,PLAYER_POSITION,ACTION_TYPE,ACTION_TEXT,COORD_X,COORD_Y,SCORE_H,SCORE_A,H1_PLAYER_ID,H1_PLAYER_NAME,H1_PLAYER_POS,H2_PLAYER_ID,H2_PLAYER_NAME,H2_PLAYER_POS,H3_PLAYER_ID,H3_PLAYER_NAME,H3_PLAYER_POS,H4_PLAYER_ID,H4_PLAYER_NAME,H4_PLAYER_POS,H5_PLAYER_ID,H5_PLAYER_NAME,H5_PLAYER_POS,A1_PLAYER_ID,A1_PLAYER_NAME,A1_PLAYER_POS,A2_PLAYER_ID,A2_PLAYER_NAME,A2_PLAYER_POS,A3_PLAYER_ID,A3_PLAYER_NAME,A3_PLAYER_POS,A4_PLAYER_ID,A4_PLAYER_NAME,A4_PLAYER_POS,A5_PLAYER_ID,A5_PLAYER_NAME,A5_PLAYER_POS,STINT_ID
2512748,Final,1,10:00,600.0,984931,BÀSQUET GIRONA,AWAY,2735828,K. Brunot,K. Brunot,SF,Sub In,(BÀSQUET GIRONA) K. BRUNOT: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984931,BÀSQUET GIRONA,AWAY,2076102,P. Coll Quintanas,P. Coll Quintanas,SF,Sub In,(BÀSQUET GIRONA) P. COLL QUINTANAS: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984931,BÀSQUET GIRONA,AWAY,1938336,J. Llinas Terradas,J. Llinas Terradas,SF,Sub In,(BÀSQUET GIRONA) J. LLINAS TERRADAS: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984931,BÀSQUET GIRONA,AWAY,2151522,I. Soler Valenzuela,I. Soler Valenzuela,SF,Sub In,(BÀSQUET GIRONA) I. SOLER VALENZUELA: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984926,FUNDACIÓN CB CANARIAS,HOME,1856308,,D. Acosta Moliné,C,Sub In,(FUNDACIÓN CB CANARIAS) D. ACOSTA MOLINÉ: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984926,FUNDACIÓN CB CANARIAS,HOME,2181003,,R. Rodriguez Galvan,PG,Sub In,(FUNDACIÓN CB CANARIAS) R. RODRIGUEZ GALVAN: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984926,FUNDACIÓN CB CANARIAS,HOME,2044955,,X. Lopez Rodriguez,SF,Sub In,(FUNDACIÓN CB CANARIAS) X. LOPEZ RODRIGUEZ: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984926,FUNDACIÓN CB CANARIAS,HOME,2829962,,D. Bordón Dri,PG,Sub In,(FUNDACIÓN CB CANARIAS) D. BORDÓN DRI: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984931,BÀSQUET GIRONA,AWAY,2191243,O. Molist Segalés,O. Molist Segalés,SF,Sub In,(BÀSQUET GIRONA) O. MOLIST SEGALÉS: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
2512748,Final,1,10:00,600.0,984926,FUNDACIÓN CB CANARIAS,HOME,2444602,,L. Riga,SF,Sub In,(FUNDACIÓN CB CANARIAS) L. RIGA: Sustitución (Entra a pista),,,0.0,0.0,2829962,D. Bordón Dri,PG,2181003,R. Rodriguez Galvan,PG,2044955,X. Lopez Rodriguez,SF,2444602,L. Riga,SF,1856308,D. Acosta Moliné,C,1938336,J. Llinas Terradas,SF,2076102,P. Coll Quintanas,SF,2191243,O. Molist Segalés,SF,2151522,I. Soler Valenzuela,SF,2735828,K. Brunot,SF,1
