MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,POSS,PACE,O_RTG,D_RTG,NET_RTG,TS%,eFG%,TOV%,ORB%,DRB%,TRB%,AST_TOV_RATIO,FTr,MIN,MIN_SECS,PTS,FGM_2,FGA_2,FGM_3,FGA_3,FGM,FGA,FTM,FTA,ORB,DRB,TRB,AST,TOV,STL,BLK,BLKA,PF,PFD,PIR,PLUS_MINUS
2486849,1,981281,LOBE HUESCA LA MAGIA,AWAY,80.0,78.5,82.5,101.1,-18.6,42.9,42.4,17.2,31.0,63.3,44.4,1.1,37.9,200,12000.0,66.0,13.0,30.0,10.0,36.0,23.0,66.0,10.0,25.0,13.0,19.0,32.0,17.0,16.0,6.0,2.0,2.0,23.0,21.0,47.0,-60.0
2486849,1,981514,SPANISH BASKETBALL ACADEMY,HOME,77.1,78.6,101.1,82.5,18.6,51.2,47.0,13.6,36.7,69.0,55.6,2.1,34.8,200,12000.0,78.0,25.0,40.0,4.0,26.0,29.0,66.0,16.0,23.0,11.0,29.0,40.0,25.0,12.0,8.0,2.0,2.0,21.0,23.0,99.0,60.0
2486850,1,981216,CLASS BASQUET SANT ANTONI,AWAY,77.2,76.1,85.4,84.1,1.3,41.6,39.3,11.2,27.9,70.3,47.5,1.4,30.0,200,12000.0,66.0,20.0,47.0,5.0,23.0,25.0,70.0,11.0,21.0,12.0,26.0,38.0,14.0,10.0,12.0,5.0,4.0,19.0,20.0,71.0,15.0
2486850,1,981428,HOMS U.E.MATARÓ,HOME,74.9,76.1,84.1,85.4,-1.3,45.7,41.0,19.8,29.7,72.1,52.5,0.4,29.5,200,12000.0,63.0,16.0,36.0,6.0,25.0,22.0,61.0,13.0,18.0,11.0,31.0,42.0,6.0,17.0,5.0,4.0,5.0,20.0,19.0,58.0,-15.0
2486851,1,979897,BUENO ARENAS ALBACETE BASKET,HOME,75.4,76.9,100.8,89.3,11.5,50.4,44.0,12.7,29.7,75.0,50.7,1.8,28.4,200,12000.0,76.0,22.0,39.0,5.0,28.0,27.0,67.0,17.0,19.0,11.0,24.0,35.0,20.0,11.0,7.0,4.0,1.0,16.0,20.0,93.0,30.0
2486851,1,981305,SOL GIRONÈS BISBAL BÀSQUET,AWAY,78.4,76.8,89.3,100.8,-11.5,49.0,47.0,17.4,25.0,70.3,49.3,1.1,14.9,200,12000.0,70.0,15.0,28.0,11.0,39.0,26.0,67.0,7.0,10.0,8.0,26.0,34.0,17.0,15.0,8.0,1.0,4.0,20.0,15.0,66.0,-30.0
2486852,1,981275,MADERAS SORLI BENICARLO,HOME,80.7,80.3,102.8,97.6,5.2,54.1,50.8,21.5,47.2,58.1,52.2,1.0,63.3,200,12000.0,83.0,20.0,35.0,7.0,25.0,27.0,60.0,22.0,38.0,17.0,18.0,35.0,21.0,21.0,14.0,0.0,0.0,23.0,26.0,86.0,25.0
2486852,1,981207,OCA GLOBAL C.B. SALOU,AWAY,79.9,80.3,97.6,102.8,-5.2,55.8,55.6,24.8,41.9,52.8,47.8,0.8,29.0,200,12000.0,78.0,18.0,25.0,11.0,37.0,29.0,62.0,9.0,18.0,13.0,19.0,32.0,18.0,23.0,10.0,0.0,0.0,29.0,20.0,64.0,-25.0
2486853,1,981294,C.B. ZARAGOZA,AWAY,76.2,75.5,110.3,117.5,-7.2,55.1,55.7,11.6,26.3,58.3,41.9,2.3,20.0,200,12000.0,84.0,18.0,40.0,14.0,30.0,32.0,70.0,6.0,14.0,10.0,21.0,31.0,23.0,10.0,5.0,7.0,1.0,20.0,18.0,92.0,-20.0
2486853,1,981490,CLUB ESPORTIU BÀSQUET LLÍRIA,HOME,74.9,75.5,117.5,110.3,7.2,56.5,52.9,13.3,41.7,73.7,58.1,1.3,25.7,200,12000.0,88.0,19.0,38.0,12.0,32.0,31.0,70.0,14.0,18.0,15.0,28.0,43.0,16.0,12.0,7.0,1.0,7.0,18.0,20.0,102.0,20.0
2486854,1,979996,AMICS CASTELLÓ,AWAY,84.6,82.7,111.1,95.1,16.0,65.6,62.1,21.0,21.4,71.4,49.2,0.8,53.4,200,12000.0,94.0,18.0,31.0,12.0,27.0,30.0,58.0,22.0,31.0,6.0,25.0,31.0,15.0,19.0,9.0,3.0,3.0,23.0,22.0,95.0,85.0
2486854,1,981358,CIUDAD MOLINA BASKET,HOME,81.0,82.8,95.1,111.1,-16.0,52.7,47.6,19.8,28.6,78.6,50.8,0.7,40.3,200,12000.0,77.0,19.0,35.0,7.0,27.0,26.0,62.0,18.0,25.0,10.0,22.0,32.0,12.0,18.0,9.0,3.0,3.0,23.0,23.0,72.0,-85.0
2486855,1,981491,C.B. GETAFE,AWAY,80.8,81.6,100.2,106.9,-6.7,52.7,50.7,18.1,33.3,80.6,56.0,0.6,29.4,200,12000.0,81.0,24.0,46.0,7.0,22.0,31.0,68.0,12.0,20.0,13.0,29.0,42.0,11.0,17.0,6.0,2.0,1.0,25.0,20.0,75.0,-35.0
2486855,1,981347,PROINBENI UPB GANDIA,HOME,82.3,81.6,106.9,100.2,6.7,54.1,50.7,9.0,19.4,66.7,44.0,2.0,40.6,200,12000.0,88.0,20.0,43.0,10.0,26.0,30.0,69.0,18.0,28.0,7.0,26.0,33.0,16.0,8.0,8.0,1.0,2.0,20.0,25.0,94.0,35.0
2486856,2,981491,C.B. GETAFE,HOME,70.9,70.9,107.2,102.9,4.3,50.7,47.0,11.8,42.4,70.4,55.0,1.1,26.9,200,12000.0,76.0,21.0,43.0,7.0,24.0,28.0,67.0,13.0,18.0,14.0,19.0,33.0,11.0,10.0,4.0,0.0,2.0,20.0,20.0,70.0,15.0
2486856,2,981514,SPANISH BASKETBALL ACADEMY,AWAY,70.9,70.9,102.9,107.2,-4.3,53.7,51.7,13.9,29.6,57.6,45.0,1.1,30.0,200,12000.0,73.0,19.0,34.0,8.0,26.0,27.0,60.0,11.0,18.0,8.0,19.0,27.0,12.0,11.0,5.0,2.0,0.0,20.0,20.0,68.0,-15.0
2486857,2,979996,AMICS CASTELLÓ,HOME,82.9,82.4,96.5,122.2,-25.7,48.3,41.5,13.6,33.3,48.5,40.3,1.3,38.0,200,12000.0,80.0,19.0,43.0,7.0,28.0,26.0,71.0,21.0,27.0,13.0,16.0,29.0,17.0,13.0,12.0,1.0,1.0,29.0,23.0,69.0,-100.0
2486857,2,981347,PROINBENI UPB GANDIA,AWAY,81.8,82.3,122.2,96.5,25.7,59.7,49.2,15.2,51.5,66.7,59.7,1.0,70.3,200,12000.0,100.0,24.0,49.0,5.0,15.0,29.0,64.0,37.0,45.0,17.0,26.0,43.0,15.0,15.0,8.0,1.0,1.0,23.0,28.0,114.0,100.0
2486858,2,981294,C.B. ZARAGOZA,HOME,80.6,81.6,95.5,87.3,8.2,56.9,57.4,21.9,21.4,58.1,43.7,0.8,57.4,200,12000.0,77.0,22.0,33.0,6.0,21.0,28.0,54.0,15.0,31.0,6.0,25.0,31.0,16.0,19.0,16.0,3.0,1.0,22.0,27.0,87.0,25.0
2486858,2,981358,CIUDAD MOLINA BASKET,AWAY,82.4,81.5,87.3,95.5,-8.2,43.7,41.5,17.9,41.9,78.6,56.3,0.5,36.6,200,12000.0,72.0,16.0,34.0,9.0,37.0,25.0,71.0,13.0,26.0,18.0,22.0,40.0,9.0,18.0,10.0,1.0,3.0,27.0,21.0,49.0,-25.0
2486859,2,981490,CLUB ESPORTIU BÀSQUET LLÍRIA,AWAY,74.1,76.2,91.7,72.7,19.0,51.4,46.4,19.5,24.2,73.0,50.0,0.8,41.1,200,12000.0,68.0,17.0,30.0,6.0,26.0,23.0,56.0,16.0,23.0,8.0,27.0,35.0,13.0,16.0,5.0,2.0,0.0,22.0,26.0,71.0,55.0
2486859,2,981207,OCA GLOBAL C.B. SALOU,HOME,78.4,76.3,72.7,91.7,-19.0,40.5,39.4,20.4,27.0,75.8,50.0,0.8,15.2,200,12000.0,57.0,17.0,40.0,6.0,26.0,23.0,66.0,5.0,10.0,10.0,25.0,35.0,15.0,18.0,9.0,0.0,2.0,26.0,22.0,46.0,-55.0
2486860,2,981275,MADERAS SORLI BENICARLO,AWAY,77.4,75.9,93.1,87.3,5.8,46.5,42.0,14.4,37.1,71.1,54.8,1.1,27.5,200,12000.0,72.0,17.0,44.0,8.0,25.0,25.0,69.0,14.0,19.0,13.0,27.0,40.0,14.0,13.0,14.0,1.0,0.0,21.0,18.0,76.0,35.0
2486860,2,981305,SOL GIRONÈS BISBAL BÀSQUET,HOME,74.5,76.0,87.3,93.1,-5.8,47.5,43.4,19.9,28.9,62.9,45.2,0.9,27.9,200,12000.0,65.0,10.0,32.0,11.0,29.0,21.0,61.0,12.0,17.0,11.0,22.0,33.0,15.0,17.0,7.0,0.0,1.0,19.0,21.0,60.0,-35.0
2486861,2,979897,BUENO ARENAS ALBACETE BASKET,AWAY,77.1,78.3,120.6,99.3,21.3,61.1,56.1,9.5,21.9,74.2,47.6,2.9,34.8,200,12000.0,93.0,22.0,41.0,10.0,25.0,32.0,66.0,19.0,23.0,7.0,23.0,30.0,23.0,8.0,6.0,1.0,2.0,30.0,22.0,99.0,70.0
2486861,2,981428,HOMS U.E.MATARÓ,HOME,79.5,78.3,99.3,120.6,-21.3,52.3,51.6,13.7,25.8,78.1,52.4,1.2,54.1,200,12000.0,79.0,21.0,39.0,7.0,22.0,28.0,61.0,16.0,33.0,8.0,25.0,33.0,15.0,12.0,6.0,2.0,1.0,23.0,30.0,80.0,-70.0
2486862,2,981216,CLASS BASQUET SANT ANTONI,AWAY,82.9,81.7,100.1,107.8,-7.7,53.3,52.3,15.2,29.0,65.6,47.6,1.1,40.9,200,12000.0,83.0,24.0,38.0,7.0,28.0,31.0,66.0,14.0,27.0,9.0,21.0,30.0,15.0,14.0,10.0,2.0,4.0,21.0,23.0,80.0,-20.0
2486862,2,981281,LOBE HUESCA LA MAGIA,HOME,80.7,81.8,107.8,100.1,7.7,59.0,53.9,19.6,34.4,71.0,52.4,0.9,34.4,200,12000.0,87.0,21.0,39.0,9.0,25.0,30.0,64.0,18.0,22.0,11.0,22.0,33.0,17.0,18.0,6.0,4.0,2.0,25.0,21.0,87.0,20.0
