MATCHID,ROUND,TEAM_ID,TEAM,LOCATION,POSS,PACE,O_RTG,D_RTG,NET_RTG,TS%,eFG%,TOV%,ORB%,DRB%,TRB%,AST_TOV_RATIO,FTr,MIN,MIN_SECS,PTS,FGM_2,FGA_2,FGM_3,FGA_3,FGM,FGA,FTM,FTA,ORB,DRB,TRB,AST,TOV,STL,BLK,BLKA,PF,PFD,PIR,PLUS_MINUS
2509188,1,984928,BARÇA ATLÈTIC,HOME,83.5,82.5,110.2,52.8,57.4,60.9,58.1,20.1,39.3,80.0,61.9,1.2,25.0,200,12000.0,92.0,29.0,46.0,7.0,22.0,36.0,68.0,13.0,17.0,11.0,28.0,39.0,23.0,19.0,16.0,3.0,2.0,19.0,19.0,118.0,245.0
2509188,1,984929,JOVENTUT BADALONA,AWAY,81.5,82.4,52.8,110.2,-57.4,36.8,36.3,33.9,20.0,60.7,38.1,0.2,33.3,200,12000.0,43.0,11.0,26.0,5.0,25.0,16.0,51.0,6.0,17.0,7.0,17.0,24.0,6.0,30.0,9.0,2.0,3.0,19.0,19.0,8.0,-245.0
2509189,1,984926,FUNDACIÓN CB CANARIAS,AWAY,74.0,79.3,104.0,79.2,24.8,51.3,49.3,18.5,52.9,75.6,65.3,0.9,23.5,200,12000.0,77.0,20.0,42.0,9.0,26.0,29.0,68.0,10.0,16.0,18.0,31.0,49.0,15.0,17.0,3.0,3.0,3.0,24.0,17.0,78.0,50.0
2509189,1,984923,GRAN CANARIA,HOME,84.6,79.3,79.2,104.0,-24.8,39.2,36.7,9.5,24.4,47.1,34.7,1.2,32.0,200,12000.0,67.0,17.0,44.0,7.0,31.0,24.0,75.0,12.0,24.0,10.0,16.0,26.0,11.0,9.0,8.0,3.0,3.0,19.0,24.0,48.0,-50.0
2509190,1,984930,BAXI MANRESA,HOME,82.0,83.8,79.2,115.7,-36.5,46.4,43.7,23.9,24.4,52.9,37.3,0.6,25.4,200,12000.0,65.0,17.0,37.0,7.0,26.0,24.0,63.0,10.0,16.0,10.0,18.0,28.0,13.0,22.0,8.0,5.0,1.0,21.0,17.0,48.0,-170.0
2509190,1,984792,REAL MADRID,AWAY,85.6,83.8,115.7,79.2,36.5,56.5,51.3,13.8,47.1,75.6,62.7,1.7,31.2,200,12000.0,99.0,29.0,53.0,7.0,24.0,36.0,77.0,20.0,24.0,16.0,31.0,47.0,24.0,14.0,15.0,1.0,5.0,17.0,21.0,131.0,170.0
2509191,1,984791,BURGOS GRUPO DE SANTIAGO,HOME,87.1,86.5,102.2,91.9,10.3,49.9,48.1,11.0,30.2,67.4,49.4,1.5,29.1,200,12000.0,89.0,26.0,46.0,8.0,33.0,34.0,79.0,13.0,23.0,13.0,31.0,44.0,17.0,11.0,10.0,2.0,0.0,24.0,23.0,95.0,50.0
2509191,1,984927,CASADEMONT ZARAGOZA,AWAY,86.0,86.6,91.9,102.2,-10.3,44.4,41.7,11.9,32.6,69.8,50.6,0.8,32.1,200,12000.0,79.0,22.0,46.0,7.0,32.0,29.0,78.0,14.0,25.0,15.0,30.0,45.0,10.0,12.0,8.0,0.0,2.0,23.0,24.0,71.0,-50.0
2509192,2,984928,BARÇA ATLÈTIC,AWAY,78.0,80.3,97.4,84.7,12.7,49.4,47.0,14.4,30.8,81.0,56.8,1.4,37.9,200,12000.0,76.0,22.0,38.0,6.0,28.0,28.0,66.0,14.0,25.0,12.0,34.0,46.0,18.0,13.0,10.0,1.0,2.0,19.0,21.0,91.0,30.0
2509192,2,984792,REAL MADRID,HOME,82.7,80.3,84.7,97.4,-12.7,45.1,37.5,14.3,19.0,69.2,43.2,1.0,32.4,200,12000.0,70.0,18.0,35.0,5.0,33.0,23.0,68.0,19.0,22.0,8.0,27.0,35.0,13.0,13.0,9.0,2.0,1.0,21.0,19.0,66.0,-30.0
2509193,2,984927,CASADEMONT ZARAGOZA,HOME,89.4,91.3,112.9,102.0,10.9,67.8,67.5,20.3,14.3,62.2,43.8,1.9,41.3,200,12000.0,101.0,29.0,42.0,9.0,21.0,38.0,63.0,16.0,26.0,4.0,28.0,32.0,37.0,19.0,8.0,7.0,0.0,26.0,21.0,126.0,30.0
2509193,2,984923,GRAN CANARIA,AWAY,93.1,91.2,102.0,112.9,-10.9,49.9,46.5,13.6,37.8,85.7,56.2,1.6,27.1,200,12000.0,95.0,29.0,63.0,7.0,22.0,36.0,85.0,16.0,23.0,17.0,24.0,41.0,24.0,15.0,11.0,0.0,7.0,21.0,26.0,105.0,-30.0
2509194,2,984791,BURGOS GRUPO DE SANTIAGO,AWAY,82.5,81.2,94.6,116.6,-22.0,43.6,42.1,10.1,34.0,63.0,44.2,1.5,20.7,200,12000.0,78.0,15.0,38.0,13.0,44.0,28.0,82.0,9.0,17.0,17.0,17.0,34.0,15.0,10.0,10.0,1.0,3.0,23.0,18.0,61.0,-75.0
2509194,2,984926,FUNDACIÓN CB CANARIAS,HOME,79.8,81.2,116.6,94.6,22.0,62.2,58.9,16.7,37.0,66.0,55.8,0.9,46.8,200,12000.0,93.0,26.0,45.0,7.0,17.0,33.0,62.0,20.0,29.0,10.0,33.0,43.0,13.0,15.0,6.0,3.0,1.0,18.0,23.0,110.0,75.0
2509195,2,984930,BAXI MANRESA,AWAY,86.2,76.0,106.7,94.5,12.2,55.3,48.6,11.7,23.5,67.4,48.8,1.4,42.9,225,13500.0,92.0,25.0,38.0,6.0,32.0,31.0,70.0,24.0,30.0,8.0,31.0,39.0,15.0,11.0,3.0,0.0,5.0,26.0,24.0,91.0,60.0
2509195,2,984929,JOVENTUT BADALONA,HOME,84.6,75.9,94.5,106.7,-12.2,45.6,42.6,12.0,32.6,76.5,51.2,1.4,41.9,225,13500.0,80.0,18.0,43.0,9.0,31.0,27.0,74.0,17.0,31.0,15.0,26.0,41.0,17.0,12.0,6.0,5.0,0.0,26.0,26.0,76.0,-60.0
2509196,3,984928,BARÇA ATLÈTIC,HOME,92.9,90.4,84.0,76.1,7.9,51.4,46.1,29.7,45.5,73.0,63.5,0.4,42.2,200,12000.0,78.0,25.0,48.0,3.0,16.0,28.0,64.0,19.0,27.0,15.0,46.0,61.0,14.0,32.0,4.0,8.0,4.0,20.0,23.0,92.0,55.0
2509196,3,984791,BURGOS GRUPO DE SANTIAGO,AWAY,88.0,90.4,76.1,84.0,-7.9,34.9,31.2,8.6,27.0,54.5,36.5,1.3,29.4,200,12000.0,67.0,19.0,52.0,5.0,33.0,24.0,85.0,14.0,25.0,17.0,18.0,35.0,12.0,9.0,21.0,4.0,8.0,23.0,20.0,55.0,-55.0
2509197,3,984927,CASADEMONT ZARAGOZA,AWAY,94.6,83.9,108.8,108.3,0.5,57.5,56.6,13.5,21.4,58.5,39.8,0.9,40.8,225,13500.0,103.0,34.0,51.0,6.0,25.0,40.0,76.0,17.0,31.0,9.0,24.0,33.0,13.0,14.0,6.0,1.0,2.0,27.0,21.0,86.0,5.0
2509197,3,984926,FUNDACIÓN CB CANARIAS,HOME,94.2,84.0,108.3,108.8,-0.5,52.5,47.6,12.6,41.5,78.6,60.2,1.1,35.7,225,13500.0,102.0,31.0,53.0,6.0,31.0,37.0,84.0,22.0,30.0,17.0,33.0,50.0,15.0,14.0,7.0,2.0,1.0,22.0,27.0,112.0,-5.0
2509198,3,984929,JOVENTUT BADALONA,HOME,74.2,74.7,76.9,107.7,-30.8,44.4,41.4,22.8,23.7,61.5,42.9,0.6,24.1,200,12000.0,57.0,12.0,26.0,8.0,32.0,20.0,58.0,9.0,14.0,9.0,24.0,33.0,11.0,19.0,8.0,3.0,2.0,20.0,22.0,52.0,-120.0
2509198,3,984792,REAL MADRID,AWAY,75.2,74.7,107.7,76.9,30.8,51.8,44.9,13.3,38.5,76.3,57.1,1.1,30.4,200,12000.0,81.0,22.0,49.0,6.0,20.0,28.0,69.0,19.0,21.0,15.0,29.0,44.0,13.0,12.0,13.0,2.0,3.0,22.0,20.0,96.0,120.0
2509199,3,984930,BAXI MANRESA,AWAY,90.3,90.1,80.8,100.2,-19.4,46.0,41.0,21.7,25.0,63.4,43.5,0.7,41.8,200,12000.0,73.0,17.0,39.0,7.0,28.0,24.0,67.0,18.0,28.0,11.0,26.0,37.0,16.0,22.0,12.0,1.0,3.0,20.0,22.0,66.0,-85.0
2509199,3,984923,GRAN CANARIA,HOME,89.8,90.0,100.2,80.8,19.4,51.8,52.6,17.2,36.6,75.0,56.5,1.3,25.6,200,12000.0,90.0,32.0,56.0,6.0,22.0,38.0,78.0,8.0,20.0,15.0,33.0,48.0,23.0,18.0,11.0,3.0,1.0,23.0,20.0,102.0,85.0
2509200,4,984926,FUNDACIÓN CB CANARIAS,AWAY,80.7,80.2,85.5,123.0,-37.5,43.8,42.0,16.0,30.2,58.8,42.9,0.7,31.9,200,12000.0,69.0,20.0,48.0,6.0,21.0,26.0,69.0,11.0,22.0,13.0,20.0,33.0,10.0,15.0,9.0,1.0,6.0,23.0,21.0,51.0,-145.0
2509200,4,984792,REAL MADRID,HOME,79.7,80.2,123.0,85.5,37.5,61.5,60.0,14.9,41.2,69.8,57.1,1.4,31.4,200,12000.0,98.0,27.0,38.0,10.0,32.0,37.0,70.0,14.0,22.0,14.0,30.0,44.0,19.0,14.0,10.0,6.0,1.0,21.0,22.0,123.0,145.0
2509201,4,984927,CASADEMONT ZARAGOZA,HOME,86.1,86.8,92.9,65.1,27.8,47.6,44.3,18.4,40.5,68.9,55.2,1.1,45.7,200,12000.0,80.0,22.0,47.0,6.0,23.0,28.0,70.0,18.0,32.0,17.0,31.0,48.0,20.0,19.0,15.0,3.0,1.0,31.0,26.0,86.0,115.0
2509201,4,984929,JOVENTUT BADALONA,AWAY,87.5,86.8,65.1,92.9,-27.8,37.2,32.3,24.6,31.1,59.5,44.8,0.3,53.2,200,12000.0,57.0,11.0,40.0,6.0,22.0,17.0,62.0,17.0,33.0,14.0,25.0,39.0,8.0,25.0,10.0,1.0,3.0,26.0,29.0,32.0,-115.0
2509202,4,984928,BARÇA ATLÈTIC,AWAY,86.2,87.4,103.3,91.5,11.8,59.2,58.0,24.2,40.6,80.0,63.6,1.0,20.3,200,12000.0,89.0,28.0,48.0,8.0,21.0,36.0,69.0,9.0,14.0,13.0,36.0,49.0,23.0,24.0,6.0,4.0,1.0,19.0,17.0,107.0,40.0
2509202,4,984930,BAXI MANRESA,HOME,88.6,87.4,91.5,103.3,-11.8,47.3,42.0,12.3,20.0,59.4,36.4,1.1,32.0,200,12000.0,81.0,21.0,40.0,7.0,35.0,28.0,75.0,18.0,24.0,9.0,19.0,28.0,13.0,12.0,12.0,1.0,4.0,19.0,19.0,70.0,-40.0
2509203,4,984791,BURGOS GRUPO DE SANTIAGO,HOME,93.3,84.2,103.9,96.7,7.2,49.3,48.3,10.1,32.0,72.2,48.8,1.3,32.6,225,13500.0,97.0,28.0,58.0,9.0,28.0,37.0,86.0,14.0,28.0,16.0,26.0,42.0,14.0,11.0,11.0,1.0,3.0,25.0,24.0,90.0,20.0
2509203,4,984923,GRAN CANARIA,AWAY,96.2,84.3,96.7,103.9,-7.2,52.1,52.6,16.0,27.8,68.0,51.2,1.4,39.5,225,13500.0,93.0,22.0,44.0,12.0,32.0,34.0,76.0,13.0,30.0,10.0,34.0,44.0,23.0,17.0,6.0,3.0,1.0,24.0,25.0,94.0,-20.0
2509204,5,984928,BARÇA ATLÈTIC,HOME,94.8,94.8,107.5,79.1,28.4,54.9,50.6,16.2,38.1,62.5,51.1,1.0,46.8,200,12000.0,102.0,30.0,56.0,6.0,21.0,36.0,77.0,24.0,36.0,16.0,30.0,46.0,18.0,18.0,16.0,6.0,1.0,23.0,25.0,119.0,135.0
2509204,5,984927,CASADEMONT ZARAGOZA,AWAY,94.8,94.9,79.1,107.5,-28.4,41.3,35.9,19.5,37.5,61.9,48.9,0.6,37.2,200,12000.0,75.0,22.0,51.0,4.0,27.0,26.0,78.0,19.0,29.0,18.0,26.0,44.0,14.0,22.0,13.0,1.0,6.0,27.0,22.0,58.0,-135.0
2509205,5,984923,GRAN CANARIA,HOME,77.4,79.8,90.5,93.7,-3.2,51.2,50.0,24.3,37.1,65.6,50.7,0.6,31.7,200,12000.0,70.0,21.0,38.0,6.0,22.0,27.0,60.0,10.0,19.0,13.0,21.0,34.0,14.0,22.0,13.0,1.0,1.0,16.0,22.0,74.0,-35.0
2509205,5,984792,REAL MADRID,AWAY,82.2,79.8,93.7,90.5,3.2,54.1,51.5,23.6,34.4,62.9,49.3,0.8,21.5,200,12000.0,77.0,20.0,35.0,9.0,30.0,29.0,65.0,10.0,14.0,11.0,22.0,33.0,18.0,22.0,13.0,1.0,1.0,22.0,16.0,74.0,35.0
2509206,5,984930,BAXI MANRESA,HOME,81.1,81.4,83.8,118.9,-35.1,41.4,34.7,14.6,31.2,41.9,35.4,0.8,31.9,200,12000.0,68.0,16.0,37.0,6.0,35.0,22.0,72.0,18.0,23.0,15.0,13.0,28.0,11.0,14.0,9.0,4.0,4.0,25.0,25.0,51.0,-145.0
2509206,5,984926,FUNDACIÓN CB CANARIAS,AWAY,81.6,81.4,118.9,83.8,35.1,58.7,58.5,17.1,58.1,68.8,64.6,1.1,61.5,200,12000.0,97.0,32.0,49.0,4.0,16.0,36.0,65.0,21.0,40.0,18.0,33.0,51.0,19.0,17.0,7.0,4.0,4.0,26.0,24.0,111.0,145.0
2509207,5,984791,BURGOS GRUPO DE SANTIAGO,HOME,82.9,83.2,121.9,112.5,9.4,64.8,64.4,15.2,30.0,78.6,53.4,1.4,40.9,200,12000.0,101.0,23.0,40.0,13.0,26.0,36.0,66.0,16.0,27.0,9.0,22.0,31.0,20.0,14.0,8.0,0.0,4.0,22.0,20.0,103.0,35.0
2509207,5,984929,JOVENTUT BADALONA,AWAY,83.6,83.2,112.5,121.9,-9.4,62.2,61.5,15.6,21.4,70.0,46.6,1.2,36.9,200,12000.0,94.0,25.0,38.0,10.0,27.0,35.0,65.0,14.0,24.0,6.0,21.0,27.0,17.0,14.0,12.0,4.0,0.0,20.0,22.0,102.0,-35.0
2509208,6,984928,BARÇA ATLÈTIC,AWAY,84.1,85.7,107.0,93.9,13.1,56.9,50.0,24.7,58.3,63.3,61.2,0.6,49.2,200,12000.0,90.0,28.0,42.0,3.0,23.0,31.0,65.0,25.0,32.0,21.0,31.0,52.0,15.0,26.0,10.0,2.0,1.0,16.0,28.0,114.0,40.0
